transaction_id,store_id,terminal_id,product_id,quantity,unit_price,discount,tax,payment_type,currency,promo_code,cashier_id,is_return,return_reason,channel,gross_amount,net_amount,transaction_ts,load_date,source_system
TXN003859,,,,,,255.79,,UPI,,,EMP435,N,DAMAGED,ONLINE,,,invalid_ts,,POS
TXN004366,,T6,PRD1137,-2.0,,,,CARD,NZD,DISC20,,,CANCELLED,ONLINE,,1958.61,invalid_ts,invalid_date,POS
TXN003581,,T4,,-2.0,994.9,12.92,,CASH,AUD,,,Y,DAMAGED,ONLINE,,1831.33,invalid_ts,2024-08-05,POS
TXN002748,,T2,,5.0,2235.46,83.22,,CASH,AUD,DISC20,EMP276,N,DAMAGED,,4195.89,1494.97,invalid_ts,2024-06-06,OMS
TXN003407,,,,,,76.94,,WALLET,NZD,,EMP392,,CANCELLED,STORE,2761.5,3494.19,2024-07-19 00:00:00,2024-01-05,OMS
TXN006199,,T5,,,2147.97,151.21,,CASH,,SALE10,EMP155,N,CANCELLED,ONLINE,3908.98,,2024-01-16 00:00:00,invalid_date,POS
TXN000562,,,PRD1157,-2.0,2615.3,197.07,188.8,UPI,NZD,DISC20,,,CANCELLED,,3524.58,,,2025-08-11,OMS
TXN006960,,T3,PRD1112,-2.0,,176.92,,,NZD,DISC20,EMP498,N,CANCELLED,STORE,4601.4,,2025-07-11 00:00:00,,POS
TXN007547,,T4,,-2.0,,,130.83,WALLET,AUD,,EMP328,,CANCELLED,,,,,2025-08-26,
TXN002965,STR025,,PRD1056,3.0,,,280.5,CASH,AUD,DISC20,EMP252,N,DAMAGED,ONLINE,,,,2025-01-17,POS
TXN005086,STR024,,PRD1059,,1727.39,,,CASH,NZD,SALE10,EMP443,,DAMAGED,,509.06,4622.3,invalid_ts,,OMS
TXN000631,STR008,,,,1562.2,,160.11,,NZD,SALE10,EMP414,N,,STORE,,,2024-06-23 00:00:00,2025-01-15,POS
TXN002089,,T1,PRD1053,,,4.51,,CARD,NZD,,EMP201,N,DAMAGED,,1897.56,,,invalid_date,
TXN000019,STR025,,PRD1187,-2.0,,,140.28,UPI,,DISC20,EMP296,N,DAMAGED,,2603.71,2259.1,,2024-07-24,
TXN001554,,T3,PRD1134,4.0,,197.99,80.51,WALLET,AUD,DISC20,EMP92,N,DAMAGED,,,3619.2,,,OMS
TXN003633,STR012,T2,PRD1156,,,76.32,239.51,,NZD,SALE10,EMP287,N,DAMAGED,STORE,,,2025-09-02 00:00:00,invalid_date,POS
TXN001953,,,PRD1110,-2.0,,295.68,,WALLET,NZD,,,Y,CANCELLED,ONLINE,3526.25,,2024-02-08 00:00:00,2025-01-22,POS
TXN000648,,T3,,-2.0,,31.91,,CARD,,DISC20,,Y,CANCELLED,ONLINE,422.92,4908.59,,2025-08-05,OMS
TXN005153,STR025,T3,,-2.0,2815.65,163.43,7.49,,AUD,DISC20,EMP345,Y,CANCELLED,,4366.36,,invalid_ts,,POS
TXN003524,,T3,,1.0,2668.62,,179.87,CARD,AUD,SALE10,,,DAMAGED,STORE,,,2024-04-22 00:00:00,invalid_date,OMS
TXN000674,,,,4.0,752.34,,,WALLET,NZD,DISC20,EMP450,N,CANCELLED,STORE,3666.7,2629.8,invalid_ts,2024-08-24,POS
TXN006083,,T3,,1.0,869.2,236.15,,,NZD,,EMP240,,CANCELLED,ONLINE,2712.98,,,,POS
TXN003693,STR014,,PRD1073,,1480.95,162.6,249.97,WALLET,,SALE10,,Y,DAMAGED,,,2810.67,,invalid_date,POS
TXN004098,,,,,1126.28,13.38,155.95,,NZD,SALE10,,Y,DAMAGED,,4692.22,,2025-10-15 00:00:00,2025-03-05,OMS
TXN002982,STR023,,,-2.0,,,273.55,,NZD,DISC20,EMP481,N,,,911.86,1858.37,,,
TXN001342,,T2,PRD1198,-2.0,2841.55,38.49,,,,DISC20,,,CANCELLED,ONLINE,,,,invalid_date,POS
TXN005020,STR009,,PRD1018,3.0,,228.03,88.53,UPI,NZD,SALE10,,Y,CANCELLED,,2828.49,2934.98,invalid_ts,,OMS
TXN004128,STR020,T4,PRD1118,,,70.26,,WALLET,AUD,DISC20,EMP151,N,,ONLINE,2468.95,4103.09,invalid_ts,,
TXN001085,STR022,T6,,-2.0,1547.27,,68.21,CARD,,,EMP499,Y,,ONLINE,,,invalid_ts,2024-02-26,OMS
TXN005679,STR019,T4,,,,1.53,173.25,CARD,AUD,SALE10,,,CANCELLED,ONLINE,,4693.42,2025-12-01 00:00:00,2024-01-08,OMS
TXN007593,,,PRD1127,,,,,,AUD,SALE10,,,,ONLINE,,198.1,invalid_ts,,OMS
TXN006590,STR001,,,2.0,448.31,,,UPI,,,,,DAMAGED,ONLINE,1734.87,837.39,2025-06-28 00:00:00,2025-11-24,
TXN007839,,T1,PRD1102,1.0,840.58,,,CASH,AUD,SALE10,EMP352,,,STORE,,3091.26,invalid_ts,2024-04-11,POS
TXN001210,,,,-2.0,299.21,98.61,275.93,,AUD,,EMP490,,,STORE,4953.65,2407.81,invalid_ts,2024-05-06,POS
TXN007971,STR016,T3,PRD1063,2.0,2733.58,250.91,222.08,UPI,NZD,SALE10,,,,STORE,1525.78,,,invalid_date,
TXN002979,,,PRD1032,,,,160.27,UPI,AUD,SALE10,,,,STORE,,3292.06,invalid_ts,,
TXN001073,STR010,,PRD1077,2.0,1613.72,157.56,,,AUD,,,,,ONLINE,,3934.25,invalid_ts,invalid_date,POS
TXN003748,,,PRD1085,-2.0,1721.73,253.43,,,AUD,DISC20,EMP118,,CANCELLED,ONLINE,,,invalid_ts,,
TXN000480,,,,,,67.61,205.68,,,SALE10,EMP274,N,,ONLINE,,,,,POS
TXN000005,,T2,,-2.0,2715.53,,292.95,WALLET,NZD,DISC20,,,CANCELLED,STORE,2435.4,2229.52,invalid_ts,,
TXN005362,,T2,,-2.0,,181.41,,UPI,NZD,DISC20,,Y,DAMAGED,STORE,,2853.94,2025-11-06 00:00:00,2024-08-30,
TXN002865,STR015,,PRD1168,-2.0,2563.48,120.09,,CARD,AUD,,,,CANCELLED,ONLINE,1239.97,2243.21,invalid_ts,2025-07-21,POS
TXN002653,STR018,T1,PRD1039,3.0,,,275.39,WALLET,,,,N,DAMAGED,ONLINE,,,invalid_ts,,POS
TXN005364,STR022,,,1.0,,52.29,,WALLET,,DISC20,,,CANCELLED,ONLINE,,4525.64,invalid_ts,2025-10-24,
TXN000426,STR014,T5,,,,132.47,89.55,,,SALE10,EMP283,Y,,ONLINE,887.84,3943.14,2025-03-10 00:00:00,,
TXN004043,,T6,,-2.0,,,66.07,WALLET,NZD,SALE10,,,CANCELLED,ONLINE,,,,,
TXN003754,,,PRD1014,-2.0,646.59,,,,,DISC20,EMP304,Y,DAMAGED,STORE,,3641.88,2025-03-15 00:00:00,invalid_date,OMS
TXN003321,STR018,,,4.0,1820.38,39.18,,CASH,AUD,,EMP47,Y,DAMAGED,,1222.84,,,,
TXN003614,STR023,T2,,5.0,,206.47,52.82,UPI,,DISC20,,,,STORE,4911.97,,invalid_ts,2024-04-02,OMS
TXN005924,STR023,T5,,,,,,,NZD,DISC20,,,,ONLINE,,3542.83,,2025-08-20,OMS
TXN004410,,T1,PRD1131,,609.6,60.21,,,,DISC20,,Y,,,2267.07,2410.89,invalid_ts,,
TXN002593,STR014,,,,212.82,,287.2,WALLET,AUD,,,N,,,,1393.41,,,
TXN005712,STR007,,PRD1139,-2.0,,238.4,121.53,CASH,NZD,,EMP442,Y,DAMAGED,ONLINE,4006.66,3454.0,,2024-06-01,OMS
TXN004791,,T3,,3.0,,64.07,15.93,CARD,AUD,SALE10,,,DAMAGED,,2244.45,,,2024-12-17,OMS
TXN006691,,,,1.0,,296.6,,CASH,,SALE10,EMP39,,DAMAGED,ONLINE,1796.87,,2024-09-20 00:00:00,2025-07-07,
TXN007830,STR017,T6,PRD1152,,2630.21,,183.73,CARD,NZD,SALE10,,N,DAMAGED,ONLINE,4253.37,,,invalid_date,OMS
TXN001772,,T2,PRD1198,,,,289.57,,NZD,DISC20,,N,,ONLINE,,3572.3,invalid_ts,,POS
TXN006225,STR012,T4,,-2.0,,271.85,270.67,UPI,NZD,DISC20,EMP459,Y,CANCELLED,ONLINE,2231.97,3593.44,,2024-04-27,
TXN003334,STR022,,,,,,73.78,CARD,AUD,DISC20,,N,CANCELLED,ONLINE,,3125.69,2025-11-05 00:00:00,,OMS
TXN001906,STR030,T5,PRD1066,5.0,,,247.97,,AUD,SALE10,EMP487,,,ONLINE,3598.24,389.3,invalid_ts,invalid_date,POS
TXN002879,,T3,,,,,,,,SALE10,,N,CANCELLED,ONLINE,,,,2025-11-26,
TXN007356,STR022,,,-2.0,1738.94,,,CASH,AUD,DISC20,,,,,1771.2,2943.27,2024-01-15 00:00:00,invalid_date,OMS
TXN007814,,,,-2.0,,,,WALLET,NZD,SALE10,,,,STORE,,2102.16,invalid_ts,invalid_date,OMS
TXN000778,,T2,,2.0,1850.68,85.95,222.31,WALLET,AUD,SALE10,EMP345,Y,,STORE,4622.48,,invalid_ts,,OMS
TXN000535,,,,,,54.67,,,AUD,,EMP230,N,,ONLINE,,,2024-01-06 00:00:00,,OMS
TXN007290,STR020,,PRD1196,4.0,,193.7,116.97,CASH,AUD,SALE10,EMP378,N,,ONLINE,1451.16,2125.06,2024-09-01 00:00:00,,POS
TXN002475,,,PRD1116,-2.0,,,,UPI,,SALE10,,Y,CANCELLED,ONLINE,,827.4,2024-03-07 00:00:00,2025-07-16,
TXN007219,,,PRD1085,,2647.07,,,UPI,NZD,DISC20,EMP316,Y,DAMAGED,,,3469.16,invalid_ts,,OMS
TXN006400,,,PRD1192,-2.0,,,,,AUD,DISC20,,N,DAMAGED,ONLINE,588.34,4952.83,,,OMS
TXN006882,,,PRD1044,2.0,1085.5,,,CASH,AUD,DISC20,EMP23,N,DAMAGED,ONLINE,,3520.36,,invalid_date,POS
TXN003714,,T3,,1.0,,283.32,,CARD,NZD,DISC20,EMP130,,,ONLINE,128.88,,invalid_ts,invalid_date,
TXN006284,STR009,T4,PRD1087,-2.0,218.44,,,,AUD,SALE10,EMP359,Y,,ONLINE,2365.34,,2024-07-05 00:00:00,2025-04-17,POS
TXN002292,,,PRD1156,5.0,2644.14,,,,,DISC20,EMP37,N,DAMAGED,ONLINE,,,invalid_ts,,POS
TXN005630,,T4,,-2.0,1518.54,,,CASH,,SALE10,,Y,CANCELLED,STORE,,271.08,,2025-09-13,POS
TXN007537,,T5,PRD1033,,1403.66,70.55,,WALLET,,SALE10,,N,DAMAGED,STORE,,,invalid_ts,invalid_date,POS
TXN002420,STR014,T2,,-2.0,,76.54,,,NZD,SALE10,,Y,DAMAGED,ONLINE,4963.23,4577.38,2024-05-29 00:00:00,,POS
TXN005579,,T2,,-2.0,2784.69,96.15,80.45,CARD,AUD,DISC20,EMP425,,,STORE,,4621.97,2024-05-02 00:00:00,2024-02-20,POS
TXN000173,,T1,,3.0,,104.99,,,NZD,,,,CANCELLED,STORE,2549.97,,,invalid_date,
TXN002085,STR010,T1,PRD1075,-2.0,,188.08,142.96,,AUD,,EMP370,Y,,STORE,,,2024-05-18 00:00:00,invalid_date,OMS
TXN005043,,T6,,1.0,,,,CASH,,SALE10,,N,DAMAGED,,4687.58,,,2024-04-23,POS
TXN004781,STR012,,PRD1091,1.0,1881.7,,,WALLET,,,,Y,CANCELLED,STORE,,2317.74,2024-07-03 00:00:00,,POS
TXN005615,,,,-2.0,920.21,299.15,,WALLET,NZD,,EMP148,N,CANCELLED,STORE,,607.49,,invalid_date,POS
TXN005741,,T2,,3.0,990.84,,,,,SALE10,EMP341,N,CANCELLED,STORE,2297.4,4338.43,2025-01-20 00:00:00,2025-08-02,
TXN005530,STR007,,,1.0,,,94.11,CARD,NZD,,,,DAMAGED,ONLINE,4645.03,,invalid_ts,2024-02-14,OMS
TXN002841,STR027,T5,PRD1086,2.0,,2.27,,UPI,NZD,SALE10,EMP52,N,DAMAGED,STORE,,2280.1,invalid_ts,2024-01-03,OMS
TXN002792,,,PRD1083,,,180.43,,WALLET,NZD,SALE10,,Y,DAMAGED,ONLINE,,,2025-09-22 00:00:00,invalid_date,POS
TXN003013,,T3,,4.0,,63.49,,CARD,NZD,SALE10,EMP209,,,ONLINE,,4379.47,,,POS
TXN001908,STR020,T5,PRD1005,3.0,,163.68,185.79,WALLET,NZD,SALE10,EMP389,N,CANCELLED,ONLINE,4938.3,,,2025-01-09,POS
TXN003216,STR028,,,-2.0,,237.1,149.83,,,DISC20,EMP71,N,CANCELLED,,3667.44,,invalid_ts,invalid_date,POS
TXN002101,,T3,,,2472.53,,27.07,CASH,,DISC20,EMP19,Y,CANCELLED,,4073.81,2668.44,2024-09-10 00:00:00,,
TXN004593,STR023,T4,PRD1166,-2.0,1426.39,,205.92,UPI,,SALE10,EMP267,N,CANCELLED,,3853.98,,invalid_ts,,OMS
TXN007910,,T1,,-2.0,944.52,,,UPI,,DISC20,EMP189,,CANCELLED,ONLINE,,,,2024-12-17,
TXN004121,,,PRD1171,-2.0,,,,CASH,,SALE10,EMP327,Y,DAMAGED,ONLINE,,,2025-04-18 00:00:00,,POS
TXN000477,,,PRD1115,-2.0,1601.87,91.78,,CARD,NZD,DISC20,,,CANCELLED,,2118.26,,invalid_ts,2025-01-28,OMS
TXN003182,STR012,T6,PRD1096,-2.0,195.52,,,UPI,NZD,,,Y,DAMAGED,,,4959.25,invalid_ts,,
TXN000285,STR019,T4,PRD1074,,,1.87,,,,SALE10,EMP225,,DAMAGED,,2405.14,960.69,invalid_ts,,OMS
TXN005072,,T4,,,,159.55,233.99,UPI,NZD,,EMP4,N,DAMAGED,STORE,,,,invalid_date,POS
TXN005883,STR006,,PRD1044,,,,177.34,CARD,AUD,SALE10,EMP342,Y,DAMAGED,,,1365.39,,2025-02-11,POS
TXN005019,,,,-2.0,1450.09,71.12,,WALLET,AUD,SALE10,,Y,DAMAGED,,,3506.67,2024-09-21 00:00:00,,POS
TXN000222,,,PRD1084,,,,,CASH,,DISC20,,,CANCELLED,STORE,740.53,,invalid_ts,2024-01-02,OMS
TXN004546,,T6,PRD1190,1.0,2909.54,,163.81,UPI,NZD,,,Y,,ONLINE,2503.56,1849.8,2025-06-05 00:00:00,invalid_date,
TXN004960,,T4,,4.0,,277.79,231.6,CASH,,SALE10,EMP285,N,,,,1869.3,invalid_ts,,
TXN004833,,T5,PRD1092,2.0,2766.57,,,CASH,,SALE10,,,DAMAGED,ONLINE,,,2024-07-11 00:00:00,invalid_date,POS
TXN003245,STR024,,PRD1169,2.0,,76.69,,CASH,NZD,SALE10,,,DAMAGED,STORE,1056.68,4903.96,invalid_ts,,
TXN007637,STR010,T3,,,1897.53,,,CASH,AUD,DISC20,EMP340,Y,CANCELLED,,,,invalid_ts,invalid_date,
TXN007164,,T2,,,598.34,295.91,,UPI,AUD,,EMP485,Y,CANCELLED,ONLINE,4289.59,2094.4,invalid_ts,invalid_date,
TXN005417,STR022,,PRD1018,3.0,,242.37,233.38,CARD,AUD,,EMP391,,,STORE,,,2024-12-29 00:00:00,invalid_date,POS
TXN006484,,,,,,274.19,106.24,CASH,AUD,,EMP207,Y,CANCELLED,STORE,4044.89,1262.81,2024-02-17 00:00:00,2025-10-17,
TXN002498,STR016,T6,PRD1017,-2.0,1983.39,68.41,234.47,WALLET,AUD,DISC20,EMP196,Y,DAMAGED,ONLINE,,,,,
TXN004008,STR001,T2,,5.0,,144.88,,WALLET,NZD,DISC20,,N,,STORE,,2923.28,invalid_ts,,
TXN003628,,,PRD1089,,,139.57,,UPI,NZD,SALE10,EMP124,,DAMAGED,,,1404.83,invalid_ts,,POS
TXN007966,,T3,,-2.0,192.08,218.28,149.93,UPI,AUD,SALE10,,Y,,,,,invalid_ts,2024-07-20,OMS
TXN002712,STR029,,,5.0,,35.56,,WALLET,NZD,,,N,DAMAGED,STORE,,1397.22,,invalid_date,POS
TXN001625,STR022,,PRD1052,1.0,2642.89,194.31,177.0,,AUD,,EMP160,Y,CANCELLED,ONLINE,3643.63,,invalid_ts,invalid_date,POS
TXN007412,STR006,T1,,1.0,1749.47,,,UPI,,,,Y,CANCELLED,ONLINE,,1309.76,invalid_ts,invalid_date,
TXN001335,STR029,T1,PRD1034,-2.0,,,159.04,WALLET,,,,Y,DAMAGED,,2412.95,,2024-09-07 00:00:00,invalid_date,
TXN005807,,,,-2.0,1745.27,,,CASH,AUD,SALE10,,N,CANCELLED,STORE,4698.57,2191.59,,invalid_date,POS
TXN004426,STR005,T5,PRD1083,-2.0,,87.36,58.45,CARD,,SALE10,,Y,DAMAGED,STORE,1007.54,1448.4,2024-01-13 00:00:00,2024-08-05,OMS
TXN001500,STR018,,PRD1145,,812.73,26.35,270.58,WALLET,NZD,DISC20,EMP402,Y,CANCELLED,ONLINE,,,2025-09-27 00:00:00,invalid_date,POS
TXN000478,,,,-2.0,1392.73,,,WALLET,,,EMP274,Y,DAMAGED,STORE,4585.21,3458.81,invalid_ts,invalid_date,POS
TXN007013,,T6,PRD1015,-2.0,,,32.84,,AUD,DISC20,EMP147,Y,,,2068.24,744.53,,2025-05-11,OMS
TXN001942,,T3,PRD1146,,1775.18,157.49,207.07,,AUD,DISC20,,Y,CANCELLED,,,,invalid_ts,invalid_date,POS
TXN004392,STR026,,,-2.0,,198.39,,CARD,AUD,,,N,,,2153.3,,2024-05-28 00:00:00,,OMS
TXN001674,,T4,PRD1093,5.0,,62.63,58.01,CASH,,,,,CANCELLED,,4090.63,,invalid_ts,,POS
TXN001041,STR028,,,-2.0,1042.6,42.52,176.19,CARD,NZD,SALE10,,N,CANCELLED,,2174.89,,2024-11-30 00:00:00,invalid_date,
TXN006427,,T6,PRD1120,5.0,,,228.94,WALLET,AUD,SALE10,,Y,,STORE,,,invalid_ts,2025-01-31,OMS
TXN000342,STR027,T3,,,1623.1,131.69,,,NZD,DISC20,,Y,DAMAGED,ONLINE,,490.39,2025-01-17 00:00:00,invalid_date,
TXN005981,STR010,,PRD1056,-2.0,652.54,115.45,218.38,CASH,NZD,SALE10,,N,,,,3730.41,2025-06-18 00:00:00,2024-06-24,POS
TXN004526,,T3,,2.0,,274.47,,UPI,,SALE10,,Y,CANCELLED,STORE,,4428.33,invalid_ts,invalid_date,
TXN004033,STR014,,PRD1078,,,,239.69,,,SALE10,,Y,DAMAGED,ONLINE,,,2024-12-27 00:00:00,2024-10-02,POS
TXN003966,STR025,,PRD1134,2.0,2081.62,45.18,179.78,UPI,AUD,DISC20,EMP300,,DAMAGED,STORE,4389.83,,2024-07-28 00:00:00,invalid_date,OMS
TXN004929,STR013,,,,,,,CASH,AUD,SALE10,EMP382,Y,CANCELLED,STORE,,,,,
TXN007571,,,PRD1033,,,,8.11,,,DISC20,,,CANCELLED,STORE,3574.93,4951.03,,,POS
TXN007249,STR028,,,-2.0,,124.11,,,,,,Y,CANCELLED,ONLINE,3370.29,309.26,,2024-09-28,
TXN007311,STR030,T6,,-2.0,2213.75,38.3,72.65,CASH,AUD,DISC20,,N,CANCELLED,,,2494.01,,invalid_date,
TXN004183,,,PRD1093,,1971.87,,,CARD,AUD,DISC20,,,CANCELLED,,,,2025-07-05 00:00:00,,POS
TXN004804,,,PRD1146,4.0,,,,UPI,NZD,,EMP367,,DAMAGED,,4404.18,,2024-06-09 00:00:00,invalid_date,OMS
TXN003645,STR012,,,-2.0,,142.57,,CARD,,,,,CANCELLED,STORE,,,2024-05-16 00:00:00,2024-04-18,OMS
TXN004062,STR017,T1,,,,256.55,107.66,UPI,AUD,SALE10,EMP130,N,CANCELLED,ONLINE,,3638.42,,invalid_date,OMS
TXN003299,,,,2.0,,,116.46,WALLET,,SALE10,EMP167,Y,CANCELLED,,,,2024-08-20 00:00:00,,OMS
TXN000873,,T4,PRD1048,,,269.94,,CARD,NZD,,EMP474,,,,,,,invalid_date,OMS
TXN007038,STR015,,PRD1181,1.0,,67.6,158.62,CASH,,DISC20,EMP169,,CANCELLED,,,4388.71,invalid_ts,,
TXN001325,STR009,T2,,,566.52,32.03,279.36,UPI,AUD,,,N,DAMAGED,,3034.26,,2025-09-08 00:00:00,invalid_date,
TXN003378,,,,4.0,,,,WALLET,,DISC20,EMP220,,CANCELLED,STORE,,887.08,2025-07-30 00:00:00,invalid_date,POS
TXN005343,STR010,T4,PRD1043,,,,256.13,WALLET,AUD,DISC20,EMP234,N,CANCELLED,STORE,2140.04,1531.66,2025-04-18 00:00:00,,POS
TXN004340,STR025,T6,PRD1170,2.0,1663.37,,69.19,,,,,N,,STORE,3370.02,,,2024-09-08,POS
TXN002539,,,,-2.0,1812.03,188.18,202.61,CARD,,DISC20,,,CANCELLED,STORE,,,2024-07-13 00:00:00,,POS
TXN003666,,T6,PRD1141,,2518.86,,,CASH,,,,,,,,4592.84,invalid_ts,,OMS
TXN002125,STR016,,,-2.0,1108.9,70.42,,CASH,AUD,SALE10,EMP257,,CANCELLED,STORE,,704.68,2024-05-01 00:00:00,invalid_date,OMS
TXN000336,STR014,,PRD1126,,208.69,80.62,267.33,,AUD,,EMP118,,CANCELLED,,,,,invalid_date,OMS
TXN000845,,T5,PRD1185,3.0,,285.66,,UPI,AUD,,EMP354,Y,CANCELLED,STORE,589.35,,,,POS
TXN007312,STR011,T4,PRD1024,,2649.13,,218.9,UPI,AUD,,,N,CANCELLED,ONLINE,,1509.18,2024-12-09 00:00:00,2025-11-28,OMS
TXN005719,,,,,,,,CASH,AUD,DISC20,,N,DAMAGED,,,4395.28,invalid_ts,,OMS
TXN002170,,T1,,,,86.17,95.93,CASH,,,,Y,DAMAGED,,,,2025-10-14 00:00:00,invalid_date,POS
TXN006481,,,,,1353.82,283.36,,WALLET,NZD,DISC20,EMP374,Y,CANCELLED,ONLINE,,,2024-06-22 00:00:00,,
TXN005940,,,PRD1136,-2.0,,,,CASH,,SALE10,,,CANCELLED,ONLINE,,,,invalid_date,OMS
TXN002176,STR005,,,-2.0,,,,CARD,,DISC20,EMP279,,CANCELLED,,,,invalid_ts,2024-09-12,OMS
TXN003806,,T5,,4.0,,22.08,155.64,CASH,,,EMP380,,CANCELLED,ONLINE,,4865.89,2025-10-30 00:00:00,2024-11-13,OMS
TXN006998,STR018,T5,PRD1033,-2.0,2856.83,,,,,DISC20,,N,DAMAGED,STORE,623.58,2795.06,,2024-11-15,
TXN001233,STR025,T3,PRD1168,-2.0,,292.13,59.72,CARD,NZD,,,Y,DAMAGED,,970.63,,2024-06-22 00:00:00,2024-09-23,POS
TXN005613,STR018,,,-2.0,,218.5,155.44,WALLET,,SALE10,,,DAMAGED,STORE,2805.4,,invalid_ts,2024-10-03,
TXN002664,STR009,,,-2.0,,47.82,282.81,UPI,AUD,SALE10,EMP233,N,,,1139.55,,2025-09-12 00:00:00,2024-07-03,
TXN007993,,,PRD1027,-2.0,1476.65,,289.12,CARD,AUD,SALE10,,N,,ONLINE,3442.22,,,,OMS
TXN001733,,,,,2186.72,212.11,124.77,,,DISC20,,N,,ONLINE,,4076.94,,invalid_date,POS
TXN001388,,,,3.0,2324.46,,,WALLET,NZD,DISC20,EMP60,N,CANCELLED,STORE,,,,,OMS
TXN006125,STR011,,,-2.0,,,,CARD,AUD,DISC20,,,,ONLINE,,,invalid_ts,,OMS
TXN000212,,T5,,-2.0,,149.35,,WALLET,NZD,,,N,CANCELLED,,,,,2025-01-01,
TXN000285,,T1,,-2.0,,,132.24,WALLET,NZD,SALE10,,,DAMAGED,ONLINE,4915.9,1186.41,,invalid_date,POS
TXN004743,STR003,,PRD1090,-2.0,,139.59,,CARD,AUD,SALE10,EMP44,N,DAMAGED,STORE,512.48,189.41,invalid_ts,,OMS
TXN001109,,,,2.0,773.44,233.12,99.96,CARD,AUD,,,N,DAMAGED,,3767.66,3498.31,invalid_ts,2024-10-12,
TXN001167,STR013,T1,PRD1062,-2.0,297.78,120.01,,WALLET,NZD,SALE10,EMP69,Y,,STORE,,678.06,,2025-05-21,
TXN002163,,T3,,4.0,1256.31,,,UPI,,,EMP177,N,,,,,invalid_ts,invalid_date,
TXN005395,STR013,T4,,3.0,1719.1,273.86,295.01,UPI,,DISC20,,,DAMAGED,ONLINE,,,2024-06-14 00:00:00,,OMS
TXN005199,STR009,,,-2.0,,,130.79,WALLET,NZD,DISC20,EMP32,Y,DAMAGED,,3432.21,1480.7,invalid_ts,invalid_date,OMS
TXN006937,STR003,T4,PRD1152,,1608.54,,35.08,CARD,AUD,SALE10,,Y,,STORE,,,invalid_ts,invalid_date,
TXN007647,STR011,T6,PRD1058,-2.0,1287.24,188.29,,CARD,,SALE10,EMP346,,DAMAGED,ONLINE,384.86,4114.72,invalid_ts,,OMS
TXN006546,,,PRD1167,,,,,CASH,NZD,SALE10,EMP179,,DAMAGED,ONLINE,,3080.29,,,POS
TXN003542,STR022,T1,PRD1165,-2.0,352.69,,,UPI,,SALE10,EMP249,Y,,ONLINE,,,invalid_ts,2025-03-18,OMS
TXN002745,,,PRD1045,5.0,409.31,91.63,281.36,CASH,NZD,,,,,STORE,4676.2,2969.31,,2024-07-16,OMS
TXN003606,,T3,,,,191.74,118.79,WALLET,AUD,DISC20,EMP346,N,CANCELLED,,,,,,
TXN005934,STR023,,PRD1189,,,4.65,204.97,UPI,AUD,SALE10,EMP188,N,CANCELLED,STORE,2225.04,,,,
TXN007142,STR019,T2,,-2.0,,123.33,96.06,UPI,NZD,DISC20,EMP310,,,,1177.66,,,invalid_date,POS
TXN000614,STR029,,PRD1166,,298.08,64.16,142.07,WALLET,AUD,SALE10,EMP141,,,,651.6,2682.35,2024-09-16 00:00:00,invalid_date,
TXN004306,STR010,T1,PRD1025,3.0,,,240.57,WALLET,AUD,SALE10,,,CANCELLED,ONLINE,1477.24,3663.7,,invalid_date,POS
TXN000683,STR027,T4,PRD1036,,1621.36,,102.48,CASH,AUD,SALE10,,N,DAMAGED,ONLINE,812.77,,invalid_ts,invalid_date,
TXN007175,,T1,,-2.0,,,204.09,,NZD,,,N,CANCELLED,,,3814.47,,2025-04-25,
TXN001746,,,PRD1009,,1391.58,,,CARD,NZD,DISC20,,Y,DAMAGED,,4678.84,,2025-03-02 00:00:00,invalid_date,
TXN006679,STR025,,,-2.0,1200.84,,59.66,WALLET,NZD,SALE10,,N,DAMAGED,,1352.84,,2025-06-19 00:00:00,invalid_date,
TXN001182,,T4,,,,289.25,,UPI,NZD,,EMP82,N,CANCELLED,STORE,3665.27,,invalid_ts,2024-08-05,OMS
TXN006514,,T1,PRD1150,,1981.76,6.59,,,AUD,SALE10,,,DAMAGED,ONLINE,,,invalid_ts,invalid_date,
TXN003592,,,,4.0,671.11,,,CARD,NZD,SALE10,,,,ONLINE,,4781.24,2024-04-12 00:00:00,invalid_date,
TXN007503,,T5,PRD1142,4.0,,,219.6,UPI,NZD,,,,DAMAGED,STORE,950.49,993.39,,2024-12-29,OMS
TXN002457,,T4,,2.0,1551.32,,110.31,,AUD,DISC20,EMP301,,CANCELLED,,3340.21,3971.86,2025-11-14 00:00:00,2025-08-08,OMS
TXN006742,STR019,T5,,4.0,,,226.44,CARD,,DISC20,,Y,CANCELLED,STORE,,,,2025-04-30,OMS
TXN002035,,T2,,1.0,2504.54,206.72,187.47,UPI,NZD,DISC20,EMP17,Y,,STORE,3112.79,,invalid_ts,invalid_date,
TXN001659,STR010,,PRD1087,,,,,CARD,,,EMP19,N,DAMAGED,STORE,,534.48,,invalid_date,POS
TXN005478,STR006,T2,PRD1129,1.0,2800.65,,208.2,CARD,,SALE10,EMP498,,DAMAGED,ONLINE,,2600.75,,,
TXN007566,STR018,T5,PRD1166,4.0,576.2,,42.21,WALLET,AUD,DISC20,EMP94,Y,,STORE,,1066.74,invalid_ts,2024-03-05,
TXN001915,,T6,PRD1125,-2.0,,,,,NZD,SALE10,,,DAMAGED,STORE,432.82,,invalid_ts,2025-10-15,POS
